Level_Type,Area_Type,Area_Name,Borough,Month,Median_Rent
Detail,neighborhood,Midwood,Brooklyn,2018-11,1820
Detail,neighborhood,Mill Basin,Brooklyn,2018-11,
Detail,neighborhood,Ocean Parkway,Brooklyn,2018-11,
Detail,neighborhood,Old Mill Basin,Brooklyn,2018-11,
Detail,neighborhood,Park Slope,Brooklyn,2018-11,2950
Detail,neighborhood,Prospect Heights,Brooklyn,2018-11,2775
Detail,neighborhood,Prospect Lefferts Gardens,Brooklyn,2018-11,2250
Detail,neighborhood,Prospect Park South,Brooklyn,2018-11,1985
Detail,neighborhood,Red Hook,Brooklyn,2018-11,2700
Detail,neighborhood,Seagate,Brooklyn,2018-11,
Detail,neighborhood,Sheepshead Bay,Brooklyn,2018-11,1750
Detail,neighborhood,Sunset Park,Brooklyn,2018-11,2000
Detail,neighborhood,Williamsburg,Brooklyn,2018-11,2900
Detail,neighborhood,Windsor Terrace,Brooklyn,2018-11,2700
Aggregation,borough,All Brooklyn,Brooklyn,2018-12,2500
Detail,neighborhood,Bath Beach,Brooklyn,2018-12,1675
Detail,neighborhood,Bay Ridge,Brooklyn,2018-12,1900
Detail,neighborhood,Bedford-Stuyvesant,Brooklyn,2018-12,2475
Detail,neighborhood,Bensonhurst,Brooklyn,2018-12,1900
Detail,neighborhood,Bergen Beach,Brooklyn,2018-12,2300
Detail,neighborhood,Boerum Hill,Brooklyn,2018-12,3100
Detail,neighborhood,Borough Park,Brooklyn,2018-12,1700
Detail,neighborhood,Brighton Beach,Brooklyn,2018-12,2099
Detail,neighborhood,Brooklyn Heights,Brooklyn,2018-12,3250
Detail,neighborhood,Brownsville,Brooklyn,2018-12,1925
Detail,neighborhood,Bushwick,Brooklyn,2018-12,2470
Detail,neighborhood,Canarsie,Brooklyn,2018-12,2000
Detail,neighborhood,Carroll Gardens,Brooklyn,2018-12,3200
Detail,neighborhood,Clinton Hill,Brooklyn,2018-12,2750
Detail,neighborhood,Cobble Hill,Brooklyn,2018-12,3200
Detail,neighborhood,Columbia St Waterfront District,Brooklyn,2018-12,2700
Detail,neighborhood,Coney Island,Brooklyn,2018-12,2225
Detail,neighborhood,Crown Heights,Brooklyn,2018-12,2400
Detail,neighborhood,Ditmas Park,Brooklyn,2018-12,2184
Detail,neighborhood,Downtown Brooklyn,Brooklyn,2018-12,3391
Detail,neighborhood,DUMBO,Brooklyn,2018-12,4995
Detail,neighborhood,Dyker Heights,Brooklyn,2018-12,2200
Detail,neighborhood,East Flatbush,Brooklyn,2018-12,2199
Detail,neighborhood,East New York,Brooklyn,2018-12,2195
Detail,neighborhood,Flatbush,Brooklyn,2018-12,2100
Detail,neighborhood,Flatlands,Brooklyn,2018-12,1925
Detail,neighborhood,Fort Greene,Brooklyn,2018-12,2950
Detail,neighborhood,Gerritsen Beach,Brooklyn,2018-12,
Detail,neighborhood,Gowanus,Brooklyn,2018-12,2888
Detail,neighborhood,Gravesend,Brooklyn,2018-12,1725
Detail,neighborhood,Greenpoint,Brooklyn,2018-12,2800
Detail,neighborhood,Greenwood,Brooklyn,2018-12,2200
Detail,neighborhood,Kensington,Brooklyn,2018-12,2100
Detail,neighborhood,Manhattan Beach,Brooklyn,2018-12,
Detail,neighborhood,Marine Park,Brooklyn,2018-12,2500
Detail,neighborhood,Midwood,Brooklyn,2018-12,1799
Detail,neighborhood,Mill Basin,Brooklyn,2018-12,
Detail,neighborhood,Ocean Parkway,Brooklyn,2018-12,
Detail,neighborhood,Old Mill Basin,Brooklyn,2018-12,
Detail,neighborhood,Park Slope,Brooklyn,2018-12,2915
Detail,neighborhood,Prospect Heights,Brooklyn,2018-12,2950
Detail,neighborhood,Prospect Lefferts Gardens,Brooklyn,2018-12,2299
Detail,neighborhood,Prospect Park South,Brooklyn,2018-12,2100
Detail,neighborhood,Red Hook,Brooklyn,2018-12,2735
Detail,neighborhood,Seagate,Brooklyn,2018-12,
Detail,neighborhood,Sheepshead Bay,Brooklyn,2018-12,1775
Detail,neighborhood,Sunset Park,Brooklyn,2018-12,1960
Detail,neighborhood,Williamsburg,Brooklyn,2018-12,2899
Detail,neighborhood,Windsor Terrace,Brooklyn,2018-12,2580
Aggregation,borough,All Brooklyn,Brooklyn,2019-01,2500
Detail,neighborhood,Bath Beach,Brooklyn,2019-01,1700
Detail,neighborhood,Bay Ridge,Brooklyn,2019-01,1900
Detail,neighborhood,Bedford-Stuyvesant,Brooklyn,2019-01,2429
Detail,neighborhood,Bensonhurst,Brooklyn,2019-01,1850
Detail,neighborhood,Bergen Beach,Brooklyn,2019-01,2225
Detail,neighborhood,Boerum Hill,Brooklyn,2019-01,3000
Detail,neighborhood,Borough Park,Brooklyn,2019-01,1850
Detail,neighborhood,Brighton Beach,Brooklyn,2019-01,2100
Detail,neighborhood,Brooklyn Heights,Brooklyn,2019-01,3100
Detail,neighborhood,Brownsville,Brooklyn,2019-01,2100
Detail,neighborhood,Bushwick,Brooklyn,2019-01,2500
Detail,neighborhood,Canarsie,Brooklyn,2019-01,2000
Detail,neighborhood,Carroll Gardens,Brooklyn,2019-01,3150
Detail,neighborhood,Clinton Hill,Brooklyn,2019-01,2950
Detail,neighborhood,Cobble Hill,Brooklyn,2019-01,3200
Detail,neighborhood,Columbia St Waterfront District,Brooklyn,2019-01,2800
Detail,neighborhood,Coney Island,Brooklyn,2019-01,2238
Detail,neighborhood,Crown Heights,Brooklyn,2019-01,2400
Detail,neighborhood,Ditmas Park,Brooklyn,2019-01,2250
Detail,neighborhood,Downtown Brooklyn,Brooklyn,2019-01,3350
Detail,neighborhood,DUMBO,Brooklyn,2019-01,4617
Detail,neighborhood,Dyker Heights,Brooklyn,2019-01,1899
Detail,neighborhood,East Flatbush,Brooklyn,2019-01,2195
Detail,neighborhood,East New York,Brooklyn,2019-01,2075
Detail,neighborhood,Flatbush,Brooklyn,2019-01,2085
Detail,neighborhood,Flatlands,Brooklyn,2019-01,
Detail,neighborhood,Fort Greene,Brooklyn,2019-01,2800
Detail,neighborhood,Gerritsen Beach,Brooklyn,2019-01,
Detail,neighborhood,Gowanus,Brooklyn,2019-01,3105
Detail,neighborhood,Gravesend,Brooklyn,2019-01,1713
Detail,neighborhood,Greenpoint,Brooklyn,2019-01,2849
Detail,neighborhood,Greenwood,Brooklyn,2019-01,2250
Detail,neighborhood,Kensington,Brooklyn,2019-01,2100
Detail,neighborhood,Manhattan Beach,Brooklyn,2019-01,
Detail,neighborhood,Marine Park,Brooklyn,2019-01,1700
Detail,neighborhood,Midwood,Brooklyn,2019-01,1850
Detail,neighborhood,Mill Basin,Brooklyn,2019-01,
Detail,neighborhood,Ocean Parkway,Brooklyn,2019-01,
Detail,neighborhood,Old Mill Basin,Brooklyn,2019-01,
Detail,neighborhood,Park Slope,Brooklyn,2019-01,2850
Detail,neighborhood,Prospect Heights,Brooklyn,2019-01,2950
Detail,neighborhood,Prospect Lefferts Gardens,Brooklyn,2019-01,2250
Detail,neighborhood,Prospect Park South,Brooklyn,2019-01,2150
Detail,neighborhood,Red Hook,Brooklyn,2019-01,2625
Detail,neighborhood,Seagate,Brooklyn,2019-01,
Detail,neighborhood,Sheepshead Bay,Brooklyn,2019-01,1750
Detail,neighborhood,Sunset Park,Brooklyn,2019-01,1995
Detail,neighborhood,Williamsburg,Brooklyn,2019-01,2998
Detail,neighborhood,Windsor Terrace,Brooklyn,2019-01,2600
Aggregation,borough,All Brooklyn,Brooklyn,2019-02,2500
Detail,neighborhood,Bath Beach,Brooklyn,2019-02,1575
Detail,neighborhood,Bay Ridge,Brooklyn,2019-02,1999
Detail,neighborhood,Bedford-Stuyvesant,Brooklyn,2019-02,2450
Detail,neighborhood,Bensonhurst,Brooklyn,2019-02,1850
Detail,neighborhood,Bergen Beach,Brooklyn,2019-02,2100
Detail,neighborhood,Boerum Hill,Brooklyn,2019-02,2963
Detail,neighborhood,Borough Park,Brooklyn,2019-02,1875
Detail,neighborhood,Brighton Beach,Brooklyn,2019-02,2185
Detail,neighborhood,Brooklyn Heights,Brooklyn,2019-02,3215
Detail,neighborhood,Brownsville,Brooklyn,2019-02,2100
Detail,neighborhood,Bushwick,Brooklyn,2019-02,2549
Detail,neighborhood,Canarsie,Brooklyn,2019-02,1990
Detail,neighborhood,Carroll Gardens,Brooklyn,2019-02,2900
Detail,neighborhood,Clinton Hill,Brooklyn,2019-02,2950
Detail,neighborhood,Cobble Hill,Brooklyn,2019-02,3300
Detail,neighborhood,Columbia St Waterfront District,Brooklyn,2019-02,2850
Detail,neighborhood,Coney Island,Brooklyn,2019-02,2150
Detail,neighborhood,Crown Heights,Brooklyn,2019-02,2399
Detail,neighborhood,Ditmas Park,Brooklyn,2019-02,2215
Detail,neighborhood,Downtown Brooklyn,Brooklyn,2019-02,3305
Detail,neighborhood,DUMBO,Brooklyn,2019-02,4350
Detail,neighborhood,Dyker Heights,Brooklyn,2019-02,2000
Detail,neighborhood,East Flatbush,Brooklyn,2019-02,2000
Detail,neighborhood,East New York,Brooklyn,2019-02,2150
Detail,neighborhood,Flatbush,Brooklyn,2019-02,2150
Detail,neighborhood,Flatlands,Brooklyn,2019-02,2499
Detail,neighborhood,Fort Greene,Brooklyn,2019-02,2895
Detail,neighborhood,Gerritsen Beach,Brooklyn,2019-02,
Detail,neighborhood,Gowanus,Brooklyn,2019-02,2900
Detail,neighborhood,Gravesend,Brooklyn,2019-02,1725
Detail,neighborhood,Greenpoint,Brooklyn,2019-02,2799
Detail,neighborhood,Greenwood,Brooklyn,2019-02,2350
Detail,neighborhood,Kensington,Brooklyn,2019-02,2150
Detail,neighborhood,Manhattan Beach,Brooklyn,2019-02,
Detail,neighborhood,Marine Park,Brooklyn,2019-02,2000
Detail,neighborhood,Midwood,Brooklyn,2019-02,1847
Detail,neighborhood,Mill Basin,Brooklyn,2019-02,
Detail,neighborhood,Ocean Parkway,Brooklyn,2019-02,
Detail,neighborhood,Old Mill Basin,Brooklyn,2019-02,
Detail,neighborhood,Park Slope,Brooklyn,2019-02,2850
Detail,neighborhood,Prospect Heights,Brooklyn,2019-02,2850
Detail,neighborhood,Prospect Lefferts Gardens,Brooklyn,2019-02,2299
Detail,neighborhood,Prospect Park South,Brooklyn,2019-02,2150
Detail,neighborhood,Red Hook,Brooklyn,2019-02,2700
Detail,neighborhood,Seagate,Brooklyn,2019-02,
Detail,neighborhood,Sheepshead Bay,Brooklyn,2019-02,1750
Detail,neighborhood,Sunset Park,Brooklyn,2019-02,1900
Detail,neighborhood,Williamsburg,Brooklyn,2019-02,3000
Detail,neighborhood,Windsor Terrace,Brooklyn,2019-02,2795
Aggregation,borough,All Brooklyn,Brooklyn,2019-03,2500
Detail,neighborhood,Bath Beach,Brooklyn,2019-03,1695
Detail,neighborhood,Bay Ridge,Brooklyn,2019-03,2000
Detail,neighborhood,Bedford-Stuyvesant,Brooklyn,2019-03,2500
Detail,neighborhood,Bensonhurst,Brooklyn,2019-03,1900
Detail,neighborhood,Bergen Beach,Brooklyn,2019-03,2100
Detail,neighborhood,Boerum Hill,Brooklyn,2019-03,2950
Detail,neighborhood,Borough Park,Brooklyn,2019-03,1885
Detail,neighborhood,Brighton Beach,Brooklyn,2019-03,2138
Detail,neighborhood,Brooklyn Heights,Brooklyn,2019-03,3500
Detail,neighborhood,Brownsville,Brooklyn,2019-03,2100
Detail,neighborhood,Bushwick,Brooklyn,2019-03,2590
Detail,neighborhood,Canarsie,Brooklyn,2019-03,2200
Detail,neighborhood,Carroll Gardens,Brooklyn,2019-03,2775
Detail,neighborhood,Clinton Hill,Brooklyn,2019-03,3000
Detail,neighborhood,Cobble Hill,Brooklyn,2019-03,3200
Detail,neighborhood,Columbia St Waterfront District,Brooklyn,2019-03,2500
Detail,neighborhood,Coney Island,Brooklyn,2019-03,2175
Detail,neighborhood,Crown Heights,Brooklyn,2019-03,2400
Detail,neighborhood,Ditmas Park,Brooklyn,2019-03,2175
Detail,neighborhood,Downtown Brooklyn,Brooklyn,2019-03,3374
Detail,neighborhood,DUMBO,Brooklyn,2019-03,4660
Detail,neighborhood,Dyker Heights,Brooklyn,2019-03,2160
Detail,neighborhood,East Flatbush,Brooklyn,2019-03,2200
Detail,neighborhood,East New York,Brooklyn,2019-03,2100
Detail,neighborhood,Flatbush,Brooklyn,2019-03,2095
Detail,neighborhood,Flatlands,Brooklyn,2019-03,2448
Detail,neighborhood,Fort Greene,Brooklyn,2019-03,3000
Detail,neighborhood,Gerritsen Beach,Brooklyn,2019-03,
Detail,neighborhood,Gowanus,Brooklyn,2019-03,2650
Detail,neighborhood,Gravesend,Brooklyn,2019-03,1750
Detail,neighborhood,Greenpoint,Brooklyn,2019-03,2750
Detail,neighborhood,Greenwood,Brooklyn,2019-03,2300
Detail,neighborhood,Kensington,Brooklyn,2019-03,2000
Detail,neighborhood,Manhattan Beach,Brooklyn,2019-03,
Detail,neighborhood,Marine Park,Brooklyn,2019-03,2325
Detail,neighborhood,Midwood,Brooklyn,2019-03,1850
Detail,neighborhood,Mill Basin,Brooklyn,2019-03,
Detail,neighborhood,Ocean Parkway,Brooklyn,2019-03,
Detail,neighborhood,Old Mill Basin,Brooklyn,2019-03,
Detail,neighborhood,Park Slope,Brooklyn,2019-03,2895
Detail,neighborhood,Prospect Heights,Brooklyn,2019-03,2800
Detail,neighborhood,Prospect Lefferts Gardens,Brooklyn,2019-03,2397
Detail,neighborhood,Prospect Park South,Brooklyn,2019-03,2195
Detail,neighborhood,Red Hook,Brooklyn,2019-03,2775
Detail,neighborhood,Seagate,Brooklyn,2019-03,
Detail,neighborhood,Sheepshead Bay,Brooklyn,2019-03,1800
Detail,neighborhood,Sunset Park,Brooklyn,2019-03,2000
Detail,neighborhood,Williamsburg,Brooklyn,2019-03,3000
Detail,neighborhood,Windsor Terrace,Brooklyn,2019-03,2750
Aggregation,borough,All Brooklyn,Brooklyn,2019-04,2595
Detail,neighborhood,Bath Beach,Brooklyn,2019-04,1675
Detail,neighborhood,Bay Ridge,Brooklyn,2019-04,1978
Detail,neighborhood,Bedford-Stuyvesant,Brooklyn,2019-04,2500
Detail,neighborhood,Bensonhurst,Brooklyn,2019-04,1800
Detail,neighborhood,Bergen Beach,Brooklyn,2019-04,2100
Detail,neighborhood,Boerum Hill,Brooklyn,2019-04,3342
Detail,neighborhood,Borough Park,Brooklyn,2019-04,1900
Detail,neighborhood,Brighton Beach,Brooklyn,2019-04,1950
Detail,neighborhood,Brooklyn Heights,Brooklyn,2019-04,3500
Detail,neighborhood,Brownsville,Brooklyn,2019-04,1950
Detail,neighborhood,Bushwick,Brooklyn,2019-04,2650
Detail,neighborhood,Canarsie,Brooklyn,2019-04,2000
Detail,neighborhood,Carroll Gardens,Brooklyn,2019-04,2863
Detail,neighborhood,Clinton Hill,Brooklyn,2019-04,2980
Detail,neighborhood,Cobble Hill,Brooklyn,2019-04,3168
Detail,neighborhood,Columbia St Waterfront District,Brooklyn,2019-04,2600
Detail,neighborhood,Coney Island,Brooklyn,2019-04,2075
Detail,neighborhood,Crown Heights,Brooklyn,2019-04,2495
Detail,neighborhood,Ditmas Park,Brooklyn,2019-04,2215
Detail,neighborhood,Downtown Brooklyn,Brooklyn,2019-04,3489
Detail,neighborhood,DUMBO,Brooklyn,2019-04,4500
Detail,neighborhood,Dyker Heights,Brooklyn,2019-04,1800
Detail,neighborhood,East Flatbush,Brooklyn,2019-04,2200
Detail,neighborhood,East New York,Brooklyn,2019-04,2125
Detail,neighborhood,Flatbush,Brooklyn,2019-04,2165
Detail,neighborhood,Flatlands,Brooklyn,2019-04,
Detail,neighborhood,Fort Greene,Brooklyn,2019-04,3300
Detail,neighborhood,Gerritsen Beach,Brooklyn,2019-04,
Detail,neighborhood,Gowanus,Brooklyn,2019-04,2700
Detail,neighborhood,Gravesend,Brooklyn,2019-04,1750
Detail,neighborhood,Greenpoint,Brooklyn,2019-04,2850
Detail,neighborhood,Greenwood,Brooklyn,2019-04,2348
Detail,neighborhood,Kensington,Brooklyn,2019-04,2200
Detail,neighborhood,Manhattan Beach,Brooklyn,2019-04,
Detail,neighborhood,Marine Park,Brooklyn,2019-04,
Detail,neighborhood,Midwood,Brooklyn,2019-04,1899
Detail,neighborhood,Mill Basin,Brooklyn,2019-04,
Detail,neighborhood,Ocean Parkway,Brooklyn,2019-04,
Detail,neighborhood,Old Mill Basin,Brooklyn,2019-04,
Detail,neighborhood,Park Slope,Brooklyn,2019-04,2900
Detail,neighborhood,Prospect Heights,Brooklyn,2019-04,2900
Detail,neighborhood,Prospect Lefferts Gardens,Brooklyn,2019-04,2360
Detail,neighborhood,Prospect Park South,Brooklyn,2019-04,2200
Detail,neighborhood,Red Hook,Brooklyn,2019-04,2700
Detail,neighborhood,Seagate,Brooklyn,2019-04,
Detail,neighborhood,Sheepshead Bay,Brooklyn,2019-04,1800
Detail,neighborhood,Sunset Park,Brooklyn,2019-04,2000
Detail,neighborhood,Williamsburg,Brooklyn,2019-04,3200
Detail,neighborhood,Windsor Terrace,Brooklyn,2019-04,2575
Aggregation,borough,All Brooklyn,Brooklyn,2019-05,2600
Detail,neighborhood,Bath Beach,Brooklyn,2019-05,1695
Detail,neighborhood,Bay Ridge,Brooklyn,2019-05,1950
Detail,neighborhood,Bedford-Stuyvesant,Brooklyn,2019-05,2550
Detail,neighborhood,Bensonhurst,Brooklyn,2019-05,1900
Detail,neighborhood,Bergen Beach,Brooklyn,2019-05,
Detail,neighborhood,Boerum Hill,Brooklyn,2019-05,3380
Detail,neighborhood,Borough Park,Brooklyn,2019-05,1885
Detail,neighborhood,Brighton Beach,Brooklyn,2019-05,1975
Detail,neighborhood,Brooklyn Heights,Brooklyn,2019-05,3381
Detail,neighborhood,Brownsville,Brooklyn,2019-05,2100
Detail,neighborhood,Bushwick,Brooklyn,2019-05,2650
Detail,neighborhood,Canarsie,Brooklyn,2019-05,2000
Detail,neighborhood,Carroll Gardens,Brooklyn,2019-05,2950
Detail,neighborhood,Clinton Hill,Brooklyn,2019-05,3157
Detail,neighborhood,Cobble Hill,Brooklyn,2019-05,3199
Detail,neighborhood,Columbia St Waterfront District,Brooklyn,2019-05,3100
Detail,neighborhood,Coney Island,Brooklyn,2019-05,2194
Detail,neighborhood,Crown Heights,Brooklyn,2019-05,2500
Detail,neighborhood,Ditmas Park,Brooklyn,2019-05,2295
Detail,neighborhood,Downtown Brooklyn,Brooklyn,2019-05,3470
Detail,neighborhood,DUMBO,Brooklyn,2019-05,4498
Detail,neighborhood,Dyker Heights,Brooklyn,2019-05,2000
Detail,neighborhood,East Flatbush,Brooklyn,2019-05,2125
Detail,neighborhood,East New York,Brooklyn,2019-05,2100
Detail,neighborhood,Flatbush,Brooklyn,2019-05,2150
Detail,neighborhood,Flatlands,Brooklyn,2019-05,
Detail,neighborhood,Fort Greene,Brooklyn,2019-05,3500
Detail,neighborhood,Gerritsen Beach,Brooklyn,2019-05,
Detail,neighborhood,Gowanus,Brooklyn,2019-05,2847
Detail,neighborhood,Gravesend,Brooklyn,2019-05,1798
Detail,neighborhood,Greenpoint,Brooklyn,2019-05,3135
Detail,neighborhood,Greenwood,Brooklyn,2019-05,2494
Detail,neighborhood,Kensington,Brooklyn,2019-05,2100
Detail,neighborhood,Manhattan Beach,Brooklyn,2019-05,
Detail,neighborhood,Marine Park,Brooklyn,2019-05,
Detail,neighborhood,Midwood,Brooklyn,2019-05,1900
Detail,neighborhood,Mill Basin,Brooklyn,2019-05,
Detail,neighborhood,Ocean Parkway,Brooklyn,2019-05,
Detail,neighborhood,Old Mill Basin,Brooklyn,2019-05,
Detail,neighborhood,Park Slope,Brooklyn,2019-05,3000
Detail,neighborhood,Prospect Heights,Brooklyn,2019-05,2925
Detail,neighborhood,Prospect Lefferts Gardens,Brooklyn,2019-05,2399
Detail,neighborhood,Prospect Park South,Brooklyn,2019-05,2270
Detail,neighborhood,Red Hook,Brooklyn,2019-05,2700
Detail,neighborhood,Seagate,Brooklyn,2019-05,
Detail,neighborhood,Sheepshead Bay,Brooklyn,2019-05,1925
Detail,neighborhood,Sunset Park,Brooklyn,2019-05,2150
Detail,neighborhood,Williamsburg,Brooklyn,2019-05,3299
Detail,neighborhood,Windsor Terrace,Brooklyn,2019-05,2650
Aggregation,borough,All Brooklyn,Brooklyn,2019-06,2650
Detail,neighborhood,Bath Beach,Brooklyn,2019-06,1750
Detail,neighborhood,Bay Ridge,Brooklyn,2019-06,1900
Detail,neighborhood,Bedford-Stuyvesant,Brooklyn,2019-06,2525
Detail,neighborhood,Bensonhurst,Brooklyn,2019-06,1700
Detail,neighborhood,Bergen Beach,Brooklyn,2019-06,
Detail,neighborhood,Boerum Hill,Brooklyn,2019-06,3388
Detail,neighborhood,Borough Park,Brooklyn,2019-06,1875
Detail,neighborhood,Brighton Beach,Brooklyn,2019-06,2098
Detail,neighborhood,Brooklyn Heights,Brooklyn,2019-06,3505
Detail,neighborhood,Brownsville,Brooklyn,2019-06,2325
Detail,neighborhood,Bushwick,Brooklyn,2019-06,2628
Detail,neighborhood,Canarsie,Brooklyn,2019-06,2100
Detail,neighborhood,Carroll Gardens,Brooklyn,2019-06,2997
Detail,neighborhood,Clinton Hill,Brooklyn,2019-06,3250
Detail,neighborhood,Cobble Hill,Brooklyn,2019-06,3300
Detail,neighborhood,Columbia St Waterfront District,Brooklyn,2019-06,2938
Detail,neighborhood,Coney Island,Brooklyn,2019-06,2250
Detail,neighborhood,Crown Heights,Brooklyn,2019-06,2500
Detail,neighborhood,Ditmas Park,Brooklyn,2019-06,2250
Detail,neighborhood,Downtown Brooklyn,Brooklyn,2019-06,3509
Detail,neighborhood,DUMBO,Brooklyn,2019-06,4700
Detail,neighborhood,Dyker Heights,Brooklyn,2019-06,2099
Detail,neighborhood,East Flatbush,Brooklyn,2019-06,2100
Detail,neighborhood,East New York,Brooklyn,2019-06,2150
Detail,neighborhood,Flatbush,Brooklyn,2019-06,2238
Detail,neighborhood,Flatlands,Brooklyn,2019-06,2150
Detail,neighborhood,Fort Greene,Brooklyn,2019-06,3318
Detail,neighborhood,Gerritsen Beach,Brooklyn,2019-06,
Detail,neighborhood,Gowanus,Brooklyn,2019-06,3390
Detail,neighborhood,Gravesend,Brooklyn,2019-06,1742
Detail,neighborhood,Greenpoint,Brooklyn,2019-06,3100
Detail,neighborhood,Greenwood,Brooklyn,2019-06,2450
Detail,neighborhood,Kensington,Brooklyn,2019-06,2100
Detail,neighborhood,Manhattan Beach,Brooklyn,2019-06,
Detail,neighborhood,Marine Park,Brooklyn,2019-06,
Detail,neighborhood,Midwood,Brooklyn,2019-06,1875
Detail,neighborhood,Mill Basin,Brooklyn,2019-06,
Detail,neighborhood,Ocean Parkway,Brooklyn,2019-06,
Detail,neighborhood,Old Mill Basin,Brooklyn,2019-06,
Detail,neighborhood,Park Slope,Brooklyn,2019-06,3000
Detail,neighborhood,Prospect Heights,Brooklyn,2019-06,2995
Detail,neighborhood,Prospect Lefferts Gardens,Brooklyn,2019-06,2465
Detail,neighborhood,Prospect Park South,Brooklyn,2019-06,2250
Detail,neighborhood,Red Hook,Brooklyn,2019-06,2975
Detail,neighborhood,Seagate,Brooklyn,2019-06,
Detail,neighborhood,Sheepshead Bay,Brooklyn,2019-06,1835
Detail,neighborhood,Sunset Park,Brooklyn,2019-06,2150
Detail,neighborhood,Williamsburg,Brooklyn,2019-06,3300
Detail,neighborhood,Windsor Terrace,Brooklyn,2019-06,2800
Aggregation,borough,All Brooklyn,Brooklyn,2019-07,2700
Detail,neighborhood,Bath Beach,Brooklyn,2019-07,1799
Detail,neighborhood,Bay Ridge,Brooklyn,2019-07,1900
Detail,neighborhood,Bedford-Stuyvesant,Brooklyn,2019-07,2599
Detail,neighborhood,Bensonhurst,Brooklyn,2019-07,1700
Detail,neighborhood,Bergen Beach,Brooklyn,2019-07,
Detail,neighborhood,Boerum Hill,Brooklyn,2019-07,3400
Detail,neighborhood,Borough Park,Brooklyn,2019-07,1900
Detail,neighborhood,Brighton Beach,Brooklyn,2019-07,2000
Detail,neighborhood,Brooklyn Heights,Brooklyn,2019-07,3400
Detail,neighborhood,Brownsville,Brooklyn,2019-07,1997
Detail,neighborhood,Bushwick,Brooklyn,2019-07,2750
Detail,neighborhood,Canarsie,Brooklyn,2019-07,2100
Detail,neighborhood,Carroll Gardens,Brooklyn,2019-07,3225
Detail,neighborhood,Clinton Hill,Brooklyn,2019-07,3084
Detail,neighborhood,Cobble Hill,Brooklyn,2019-07,3731
Detail,neighborhood,Columbia St Waterfront District,Brooklyn,2019-07,3000
Detail,neighborhood,Coney Island,Brooklyn,2019-07,2313
Detail,neighborhood,Crown Heights,Brooklyn,2019-07,2595
Detail,neighborhood,Ditmas Park,Brooklyn,2019-07,2250
Detail,neighborhood,Downtown Brooklyn,Brooklyn,2019-07,3618
Detail,neighborhood,DUMBO,Brooklyn,2019-07,4885
Detail,neighborhood,Dyker Heights,Brooklyn,2019-07,2195
Detail,neighborhood,East Flatbush,Brooklyn,2019-07,2100
Detail,neighborhood,East New York,Brooklyn,2019-07,2200
Detail,neighborhood,Flatbush,Brooklyn,2019-07,2249
Detail,neighborhood,Flatlands,Brooklyn,2019-07,1600
Detail,neighborhood,Fort Greene,Brooklyn,2019-07,3388
Detail,neighborhood,Gerritsen Beach,Brooklyn,2019-07,
Detail,neighborhood,Gowanus,Brooklyn,2019-07,3000
Detail,neighborhood,Gravesend,Brooklyn,2019-07,1799
Detail,neighborhood,Greenpoint,Brooklyn,2019-07,3200
Detail,neighborhood,Greenwood,Brooklyn,2019-07,2499
Detail,neighborhood,Kensington,Brooklyn,2019-07,2250
Detail,neighborhood,Manhattan Beach,Brooklyn,2019-07,
Detail,neighborhood,Marine Park,Brooklyn,2019-07,
Detail,neighborhood,Midwood,Brooklyn,2019-07,1900
Detail,neighborhood,Mill Basin,Brooklyn,2019-07,
Detail,neighborhood,Ocean Parkway,Brooklyn,2019-07,
Detail,neighborhood,Old Mill Basin,Brooklyn,2019-07,
Detail,neighborhood,Park Slope,Brooklyn,2019-07,3100
Detail,neighborhood,Prospect Heights,Brooklyn,2019-07,3162
Detail,neighborhood,Prospect Lefferts Gardens,Brooklyn,2019-07,2395
Detail,neighborhood,Prospect Park South,Brooklyn,2019-07,2250
Detail,neighborhood,Red Hook,Brooklyn,2019-07,2700
Detail,neighborhood,Seagate,Brooklyn,2019-07,
Detail,neighborhood,Sheepshead Bay,Brooklyn,2019-07,1835
Detail,neighborhood,Sunset Park,Brooklyn,2019-07,2199
Detail,neighborhood,Williamsburg,Brooklyn,2019-07,3429
Detail,neighborhood,Windsor Terrace,Brooklyn,2019-07,2500
Aggregation,borough,All Brooklyn,Brooklyn,2019-08,2700
Detail,neighborhood,Bath Beach,Brooklyn,2019-08,1795
Detail,neighborhood,Bay Ridge,Brooklyn,2019-08,1950
Detail,neighborhood,Bedford-Stuyvesant,Brooklyn,2019-08,2606
Detail,neighborhood,Bensonhurst,Brooklyn,2019-08,1700
Detail,neighborhood,Bergen Beach,Brooklyn,2019-08,
Detail,neighborhood,Boerum Hill,Brooklyn,2019-08,3500
Detail,neighborhood,Borough Park,Brooklyn,2019-08,1997
Detail,neighborhood,Brighton Beach,Brooklyn,2019-08,1975
Detail,neighborhood,Brooklyn Heights,Brooklyn,2019-08,3630
Detail,neighborhood,Brownsville,Brooklyn,2019-08,1900
Detail,neighborhood,Bushwick,Brooklyn,2019-08,2800
Detail,neighborhood,Canarsie,Brooklyn,2019-08,2100
Detail,neighborhood,Carroll Gardens,Brooklyn,2019-08,3425
Detail,neighborhood,Clinton Hill,Brooklyn,2019-08,3100
Detail,neighborhood,Cobble Hill,Brooklyn,2019-08,3800
Detail,neighborhood,Columbia St Waterfront District,Brooklyn,2019-08,3200
Detail,neighborhood,Coney Island,Brooklyn,2019-08,2250
