Level_Type,Area_Type,Area_Name,Borough,Month,Median_Rent
Detail,neighborhood,Concourse,Bronx,2013-01,1400
Detail,neighborhood,Country Club,Bronx,2013-01,
Detail,neighborhood,Crotona Park East,Bronx,2013-01,
Detail,neighborhood,East Tremont,Bronx,2013-01,
Detail,neighborhood,Eastchester,Bronx,2013-01,
Detail,neighborhood,Edenwald,Bronx,2013-01,
Detail,neighborhood,Fordham,Bronx,2013-01,
Detail,neighborhood,Highbridge,Bronx,2013-01,
Detail,neighborhood,Hunts Point,Bronx,2013-01,
Detail,neighborhood,Kingsbridge,Bronx,2013-01,1325
Detail,neighborhood,Laconia,Bronx,2013-01,
Detail,neighborhood,Longwood,Bronx,2013-01,
Detail,neighborhood,Melrose,Bronx,2013-01,
Detail,neighborhood,Morris Heights,Bronx,2013-01,
Detail,neighborhood,Morris Park,Bronx,2013-01,
Detail,neighborhood,Morrisania,Bronx,2013-01,
Detail,neighborhood,Mott Haven,Bronx,2013-01,
Detail,neighborhood,Norwood,Bronx,2013-01,
Detail,neighborhood,Parkchester,Bronx,2013-01,
Detail,neighborhood,Pelham Bay,Bronx,2013-01,
Detail,neighborhood,Pelham Gardens,Bronx,2013-01,
Detail,neighborhood,Pelham Parkway,Bronx,2013-01,
Detail,neighborhood,Port Morris,Bronx,2013-01,
Detail,neighborhood,Riverdale,Bronx,2013-01,1800
Detail,neighborhood,Schuylerville,Bronx,2013-01,
Detail,neighborhood,Soundview,Bronx,2013-01,
Detail,neighborhood,Throgs Neck,Bronx,2013-01,
Detail,neighborhood,Tremont,Bronx,2013-01,
Detail,neighborhood,University Heights,Bronx,2013-01,1175
Detail,neighborhood,Van Nest,Bronx,2013-01,
Detail,neighborhood,Wakefield,Bronx,2013-01,
Detail,neighborhood,Westchester Village,Bronx,2013-01,
Detail,neighborhood,Williamsbridge,Bronx,2013-01,
Detail,neighborhood,Woodlawn,Bronx,2013-01,
Detail,neighborhood,Woodstock,Bronx,2013-01,
Aggregation,borough,All Bronx,Bronx,2013-02,1423
Detail,neighborhood,Baychester,Bronx,2013-02,
Detail,neighborhood,Bedford Park,Bronx,2013-02,
Detail,neighborhood,Belmont,Bronx,2013-02,
Detail,neighborhood,Bronxwood,Bronx,2013-02,
Detail,neighborhood,Castle Hill,Bronx,2013-02,
Detail,neighborhood,City Island,Bronx,2013-02,
Detail,neighborhood,Co-op City,Bronx,2013-02,
Detail,neighborhood,Concourse,Bronx,2013-02,1400
Detail,neighborhood,Country Club,Bronx,2013-02,
Detail,neighborhood,Crotona Park East,Bronx,2013-02,
Detail,neighborhood,East Tremont,Bronx,2013-02,
Detail,neighborhood,Eastchester,Bronx,2013-02,
Detail,neighborhood,Edenwald,Bronx,2013-02,
Detail,neighborhood,Fordham,Bronx,2013-02,
Detail,neighborhood,Highbridge,Bronx,2013-02,
Detail,neighborhood,Hunts Point,Bronx,2013-02,
Detail,neighborhood,Kingsbridge,Bronx,2013-02,1295
Detail,neighborhood,Laconia,Bronx,2013-02,
Detail,neighborhood,Longwood,Bronx,2013-02,
Detail,neighborhood,Melrose,Bronx,2013-02,
Detail,neighborhood,Morris Heights,Bronx,2013-02,
Detail,neighborhood,Morris Park,Bronx,2013-02,
Detail,neighborhood,Morrisania,Bronx,2013-02,
Detail,neighborhood,Mott Haven,Bronx,2013-02,
Detail,neighborhood,Norwood,Bronx,2013-02,
Detail,neighborhood,Parkchester,Bronx,2013-02,
Detail,neighborhood,Pelham Bay,Bronx,2013-02,
Detail,neighborhood,Pelham Gardens,Bronx,2013-02,
Detail,neighborhood,Pelham Parkway,Bronx,2013-02,
Detail,neighborhood,Port Morris,Bronx,2013-02,
Detail,neighborhood,Riverdale,Bronx,2013-02,1800
Detail,neighborhood,Schuylerville,Bronx,2013-02,
Detail,neighborhood,Soundview,Bronx,2013-02,
Detail,neighborhood,Throgs Neck,Bronx,2013-02,
Detail,neighborhood,Tremont,Bronx,2013-02,
Detail,neighborhood,University Heights,Bronx,2013-02,1188
Detail,neighborhood,Van Nest,Bronx,2013-02,
Detail,neighborhood,Wakefield,Bronx,2013-02,
Detail,neighborhood,Westchester Village,Bronx,2013-02,
Detail,neighborhood,Williamsbridge,Bronx,2013-02,
Detail,neighborhood,Woodlawn,Bronx,2013-02,
Detail,neighborhood,Woodstock,Bronx,2013-02,
Aggregation,borough,All Bronx,Bronx,2013-03,1475
Detail,neighborhood,Baychester,Bronx,2013-03,
Detail,neighborhood,Bedford Park,Bronx,2013-03,
Detail,neighborhood,Belmont,Bronx,2013-03,
Detail,neighborhood,Bronxwood,Bronx,2013-03,
Detail,neighborhood,Castle Hill,Bronx,2013-03,
Detail,neighborhood,City Island,Bronx,2013-03,
Detail,neighborhood,Co-op City,Bronx,2013-03,
Detail,neighborhood,Concourse,Bronx,2013-03,1400
Detail,neighborhood,Country Club,Bronx,2013-03,
Detail,neighborhood,Crotona Park East,Bronx,2013-03,
Detail,neighborhood,East Tremont,Bronx,2013-03,
Detail,neighborhood,Eastchester,Bronx,2013-03,
Detail,neighborhood,Edenwald,Bronx,2013-03,
Detail,neighborhood,Fordham,Bronx,2013-03,
Detail,neighborhood,Highbridge,Bronx,2013-03,1248
Detail,neighborhood,Hunts Point,Bronx,2013-03,
Detail,neighborhood,Kingsbridge,Bronx,2013-03,1295
Detail,neighborhood,Laconia,Bronx,2013-03,
Detail,neighborhood,Longwood,Bronx,2013-03,
Detail,neighborhood,Melrose,Bronx,2013-03,
Detail,neighborhood,Morris Heights,Bronx,2013-03,
Detail,neighborhood,Morris Park,Bronx,2013-03,
Detail,neighborhood,Morrisania,Bronx,2013-03,
Detail,neighborhood,Mott Haven,Bronx,2013-03,
Detail,neighborhood,Norwood,Bronx,2013-03,
Detail,neighborhood,Parkchester,Bronx,2013-03,
Detail,neighborhood,Pelham Bay,Bronx,2013-03,
Detail,neighborhood,Pelham Gardens,Bronx,2013-03,
Detail,neighborhood,Pelham Parkway,Bronx,2013-03,
Detail,neighborhood,Port Morris,Bronx,2013-03,
Detail,neighborhood,Riverdale,Bronx,2013-03,1825
Detail,neighborhood,Schuylerville,Bronx,2013-03,
Detail,neighborhood,Soundview,Bronx,2013-03,
Detail,neighborhood,Throgs Neck,Bronx,2013-03,
Detail,neighborhood,Tremont,Bronx,2013-03,
Detail,neighborhood,University Heights,Bronx,2013-03,1200
Detail,neighborhood,Van Nest,Bronx,2013-03,
Detail,neighborhood,Wakefield,Bronx,2013-03,
Detail,neighborhood,Westchester Village,Bronx,2013-03,
Detail,neighborhood,Williamsbridge,Bronx,2013-03,
Detail,neighborhood,Woodlawn,Bronx,2013-03,
Detail,neighborhood,Woodstock,Bronx,2013-03,
Aggregation,borough,All Bronx,Bronx,2013-04,1500
Detail,neighborhood,Baychester,Bronx,2013-04,
Detail,neighborhood,Bedford Park,Bronx,2013-04,
Detail,neighborhood,Belmont,Bronx,2013-04,
Detail,neighborhood,Bronxwood,Bronx,2013-04,
Detail,neighborhood,Castle Hill,Bronx,2013-04,
Detail,neighborhood,City Island,Bronx,2013-04,
Detail,neighborhood,Co-op City,Bronx,2013-04,
Detail,neighborhood,Concourse,Bronx,2013-04,1400
Detail,neighborhood,Country Club,Bronx,2013-04,
Detail,neighborhood,Crotona Park East,Bronx,2013-04,
Detail,neighborhood,East Tremont,Bronx,2013-04,
Detail,neighborhood,Eastchester,Bronx,2013-04,
Detail,neighborhood,Edenwald,Bronx,2013-04,
Detail,neighborhood,Fordham,Bronx,2013-04,
Detail,neighborhood,Highbridge,Bronx,2013-04,
Detail,neighborhood,Hunts Point,Bronx,2013-04,
Detail,neighborhood,Kingsbridge,Bronx,2013-04,1250
Detail,neighborhood,Laconia,Bronx,2013-04,
Detail,neighborhood,Longwood,Bronx,2013-04,
Detail,neighborhood,Melrose,Bronx,2013-04,
Detail,neighborhood,Morris Heights,Bronx,2013-04,
Detail,neighborhood,Morris Park,Bronx,2013-04,
Detail,neighborhood,Morrisania,Bronx,2013-04,
Detail,neighborhood,Mott Haven,Bronx,2013-04,1500
Detail,neighborhood,Norwood,Bronx,2013-04,1595
Detail,neighborhood,Parkchester,Bronx,2013-04,1300
Detail,neighborhood,Pelham Bay,Bronx,2013-04,
Detail,neighborhood,Pelham Gardens,Bronx,2013-04,
Detail,neighborhood,Pelham Parkway,Bronx,2013-04,
Detail,neighborhood,Port Morris,Bronx,2013-04,
Detail,neighborhood,Riverdale,Bronx,2013-04,1838
Detail,neighborhood,Schuylerville,Bronx,2013-04,
Detail,neighborhood,Soundview,Bronx,2013-04,
Detail,neighborhood,Throgs Neck,Bronx,2013-04,
Detail,neighborhood,Tremont,Bronx,2013-04,
Detail,neighborhood,University Heights,Bronx,2013-04,1168
Detail,neighborhood,Van Nest,Bronx,2013-04,
Detail,neighborhood,Wakefield,Bronx,2013-04,
Detail,neighborhood,Westchester Village,Bronx,2013-04,
Detail,neighborhood,Williamsbridge,Bronx,2013-04,
Detail,neighborhood,Woodlawn,Bronx,2013-04,
Detail,neighborhood,Woodstock,Bronx,2013-04,
Aggregation,borough,All Bronx,Bronx,2013-05,1575
Detail,neighborhood,Baychester,Bronx,2013-05,
Detail,neighborhood,Bedford Park,Bronx,2013-05,
Detail,neighborhood,Belmont,Bronx,2013-05,
Detail,neighborhood,Bronxwood,Bronx,2013-05,
Detail,neighborhood,Castle Hill,Bronx,2013-05,
Detail,neighborhood,City Island,Bronx,2013-05,
Detail,neighborhood,Co-op City,Bronx,2013-05,
Detail,neighborhood,Concourse,Bronx,2013-05,1500
Detail,neighborhood,Country Club,Bronx,2013-05,
Detail,neighborhood,Crotona Park East,Bronx,2013-05,
Detail,neighborhood,East Tremont,Bronx,2013-05,
Detail,neighborhood,Eastchester,Bronx,2013-05,
Detail,neighborhood,Edenwald,Bronx,2013-05,
Detail,neighborhood,Fordham,Bronx,2013-05,
Detail,neighborhood,Highbridge,Bronx,2013-05,
Detail,neighborhood,Hunts Point,Bronx,2013-05,
Detail,neighborhood,Kingsbridge,Bronx,2013-05,1150
Detail,neighborhood,Laconia,Bronx,2013-05,
Detail,neighborhood,Longwood,Bronx,2013-05,
Detail,neighborhood,Melrose,Bronx,2013-05,
Detail,neighborhood,Morris Heights,Bronx,2013-05,
Detail,neighborhood,Morris Park,Bronx,2013-05,
Detail,neighborhood,Morrisania,Bronx,2013-05,
Detail,neighborhood,Mott Haven,Bronx,2013-05,1500
Detail,neighborhood,Norwood,Bronx,2013-05,
Detail,neighborhood,Parkchester,Bronx,2013-05,
Detail,neighborhood,Pelham Bay,Bronx,2013-05,
Detail,neighborhood,Pelham Gardens,Bronx,2013-05,
Detail,neighborhood,Pelham Parkway,Bronx,2013-05,
Detail,neighborhood,Port Morris,Bronx,2013-05,
Detail,neighborhood,Riverdale,Bronx,2013-05,1938
Detail,neighborhood,Schuylerville,Bronx,2013-05,
Detail,neighborhood,Soundview,Bronx,2013-05,
Detail,neighborhood,Throgs Neck,Bronx,2013-05,
Detail,neighborhood,Tremont,Bronx,2013-05,
Detail,neighborhood,University Heights,Bronx,2013-05,1150
Detail,neighborhood,Van Nest,Bronx,2013-05,
Detail,neighborhood,Wakefield,Bronx,2013-05,
Detail,neighborhood,Westchester Village,Bronx,2013-05,
Detail,neighborhood,Williamsbridge,Bronx,2013-05,
Detail,neighborhood,Woodlawn,Bronx,2013-05,
Detail,neighborhood,Woodstock,Bronx,2013-05,
Aggregation,borough,All Bronx,Bronx,2013-06,1525
Detail,neighborhood,Baychester,Bronx,2013-06,
Detail,neighborhood,Bedford Park,Bronx,2013-06,
Detail,neighborhood,Belmont,Bronx,2013-06,
Detail,neighborhood,Bronxwood,Bronx,2013-06,
Detail,neighborhood,Castle Hill,Bronx,2013-06,
Detail,neighborhood,City Island,Bronx,2013-06,
Detail,neighborhood,Co-op City,Bronx,2013-06,
Detail,neighborhood,Concourse,Bronx,2013-06,1500
Detail,neighborhood,Country Club,Bronx,2013-06,
Detail,neighborhood,Crotona Park East,Bronx,2013-06,
Detail,neighborhood,East Tremont,Bronx,2013-06,
Detail,neighborhood,Eastchester,Bronx,2013-06,
Detail,neighborhood,Edenwald,Bronx,2013-06,
Detail,neighborhood,Fordham,Bronx,2013-06,
Detail,neighborhood,Highbridge,Bronx,2013-06,
Detail,neighborhood,Hunts Point,Bronx,2013-06,
Detail,neighborhood,Kingsbridge,Bronx,2013-06,1150
Detail,neighborhood,Laconia,Bronx,2013-06,
Detail,neighborhood,Longwood,Bronx,2013-06,
Detail,neighborhood,Melrose,Bronx,2013-06,
Detail,neighborhood,Morris Heights,Bronx,2013-06,
Detail,neighborhood,Morris Park,Bronx,2013-06,
Detail,neighborhood,Morrisania,Bronx,2013-06,
Detail,neighborhood,Mott Haven,Bronx,2013-06,1900
Detail,neighborhood,Norwood,Bronx,2013-06,
Detail,neighborhood,Parkchester,Bronx,2013-06,1238
Detail,neighborhood,Pelham Bay,Bronx,2013-06,
Detail,neighborhood,Pelham Gardens,Bronx,2013-06,
Detail,neighborhood,Pelham Parkway,Bronx,2013-06,
Detail,neighborhood,Port Morris,Bronx,2013-06,
Detail,neighborhood,Riverdale,Bronx,2013-06,1875
Detail,neighborhood,Schuylerville,Bronx,2013-06,
Detail,neighborhood,Soundview,Bronx,2013-06,
Detail,neighborhood,Throgs Neck,Bronx,2013-06,
Detail,neighborhood,Tremont,Bronx,2013-06,
Detail,neighborhood,University Heights,Bronx,2013-06,1199
Detail,neighborhood,Van Nest,Bronx,2013-06,
Detail,neighborhood,Wakefield,Bronx,2013-06,
Detail,neighborhood,Westchester Village,Bronx,2013-06,
Detail,neighborhood,Williamsbridge,Bronx,2013-06,
Detail,neighborhood,Woodlawn,Bronx,2013-06,
Detail,neighborhood,Woodstock,Bronx,2013-06,
Aggregation,borough,All Bronx,Bronx,2013-07,1490
Detail,neighborhood,Baychester,Bronx,2013-07,
Detail,neighborhood,Bedford Park,Bronx,2013-07,
Detail,neighborhood,Belmont,Bronx,2013-07,1325
Detail,neighborhood,Bronxwood,Bronx,2013-07,
Detail,neighborhood,Castle Hill,Bronx,2013-07,
Detail,neighborhood,City Island,Bronx,2013-07,
Detail,neighborhood,Co-op City,Bronx,2013-07,
Detail,neighborhood,Concourse,Bronx,2013-07,1645
Detail,neighborhood,Country Club,Bronx,2013-07,
Detail,neighborhood,Crotona Park East,Bronx,2013-07,
Detail,neighborhood,East Tremont,Bronx,2013-07,
Detail,neighborhood,Eastchester,Bronx,2013-07,
Detail,neighborhood,Edenwald,Bronx,2013-07,
Detail,neighborhood,Fordham,Bronx,2013-07,
Detail,neighborhood,Highbridge,Bronx,2013-07,
Detail,neighborhood,Hunts Point,Bronx,2013-07,
Detail,neighborhood,Kingsbridge,Bronx,2013-07,1248
Detail,neighborhood,Laconia,Bronx,2013-07,
Detail,neighborhood,Longwood,Bronx,2013-07,
Detail,neighborhood,Melrose,Bronx,2013-07,
Detail,neighborhood,Morris Heights,Bronx,2013-07,
Detail,neighborhood,Morris Park,Bronx,2013-07,
Detail,neighborhood,Morrisania,Bronx,2013-07,
Detail,neighborhood,Mott Haven,Bronx,2013-07,1900
Detail,neighborhood,Norwood,Bronx,2013-07,
Detail,neighborhood,Parkchester,Bronx,2013-07,
Detail,neighborhood,Pelham Bay,Bronx,2013-07,
Detail,neighborhood,Pelham Gardens,Bronx,2013-07,
Detail,neighborhood,Pelham Parkway,Bronx,2013-07,
Detail,neighborhood,Port Morris,Bronx,2013-07,
Detail,neighborhood,Riverdale,Bronx,2013-07,1999
Detail,neighborhood,Schuylerville,Bronx,2013-07,
Detail,neighborhood,Soundview,Bronx,2013-07,
Detail,neighborhood,Throgs Neck,Bronx,2013-07,
Detail,neighborhood,Tremont,Bronx,2013-07,
Detail,neighborhood,University Heights,Bronx,2013-07,1155
Detail,neighborhood,Van Nest,Bronx,2013-07,
Detail,neighborhood,Wakefield,Bronx,2013-07,
Detail,neighborhood,Westchester Village,Bronx,2013-07,
Detail,neighborhood,Williamsbridge,Bronx,2013-07,
Detail,neighborhood,Woodlawn,Bronx,2013-07,
Detail,neighborhood,Woodstock,Bronx,2013-07,
Aggregation,borough,All Bronx,Bronx,2013-08,1575
Detail,neighborhood,Baychester,Bronx,2013-08,
Detail,neighborhood,Bedford Park,Bronx,2013-08,1025
Detail,neighborhood,Belmont,Bronx,2013-08,1300
Detail,neighborhood,Bronxwood,Bronx,2013-08,
Detail,neighborhood,Castle Hill,Bronx,2013-08,
Detail,neighborhood,City Island,Bronx,2013-08,
Detail,neighborhood,Co-op City,Bronx,2013-08,
Detail,neighborhood,Concourse,Bronx,2013-08,1500
Detail,neighborhood,Country Club,Bronx,2013-08,
Detail,neighborhood,Crotona Park East,Bronx,2013-08,
Detail,neighborhood,East Tremont,Bronx,2013-08,
Detail,neighborhood,Eastchester,Bronx,2013-08,
Detail,neighborhood,Edenwald,Bronx,2013-08,
Detail,neighborhood,Fordham,Bronx,2013-08,
Detail,neighborhood,Highbridge,Bronx,2013-08,
Detail,neighborhood,Hunts Point,Bronx,2013-08,
Detail,neighborhood,Kingsbridge,Bronx,2013-08,1555
Detail,neighborhood,Laconia,Bronx,2013-08,
Detail,neighborhood,Longwood,Bronx,2013-08,
Detail,neighborhood,Melrose,Bronx,2013-08,
Detail,neighborhood,Morris Heights,Bronx,2013-08,
Detail,neighborhood,Morris Park,Bronx,2013-08,
Detail,neighborhood,Morrisania,Bronx,2013-08,
Detail,neighborhood,Mott Haven,Bronx,2013-08,1800
Detail,neighborhood,Norwood,Bronx,2013-08,
Detail,neighborhood,Parkchester,Bronx,2013-08,
Detail,neighborhood,Pelham Bay,Bronx,2013-08,
Detail,neighborhood,Pelham Gardens,Bronx,2013-08,
Detail,neighborhood,Pelham Parkway,Bronx,2013-08,
Detail,neighborhood,Port Morris,Bronx,2013-08,
Detail,neighborhood,Riverdale,Bronx,2013-08,2025
Detail,neighborhood,Schuylerville,Bronx,2013-08,
Detail,neighborhood,Soundview,Bronx,2013-08,
Detail,neighborhood,Throgs Neck,Bronx,2013-08,
Detail,neighborhood,Tremont,Bronx,2013-08,
Detail,neighborhood,University Heights,Bronx,2013-08,1200
Detail,neighborhood,Van Nest,Bronx,2013-08,
Detail,neighborhood,Wakefield,Bronx,2013-08,
Detail,neighborhood,Westchester Village,Bronx,2013-08,
Detail,neighborhood,Williamsbridge,Bronx,2013-08,
Detail,neighborhood,Woodlawn,Bronx,2013-08,
Detail,neighborhood,Woodstock,Bronx,2013-08,
Aggregation,borough,All Bronx,Bronx,2013-09,1550
Detail,neighborhood,Baychester,Bronx,2013-09,
Detail,neighborhood,Bedford Park,Bronx,2013-09,1098
Detail,neighborhood,Belmont,Bronx,2013-09,1250
Detail,neighborhood,Bronxwood,Bronx,2013-09,
Detail,neighborhood,Castle Hill,Bronx,2013-09,
Detail,neighborhood,City Island,Bronx,2013-09,
Detail,neighborhood,Co-op City,Bronx,2013-09,
Detail,neighborhood,Concourse,Bronx,2013-09,1495
Detail,neighborhood,Country Club,Bronx,2013-09,
Detail,neighborhood,Crotona Park East,Bronx,2013-09,
Detail,neighborhood,East Tremont,Bronx,2013-09,
Detail,neighborhood,Eastchester,Bronx,2013-09,
Detail,neighborhood,Edenwald,Bronx,2013-09,
Detail,neighborhood,Fordham,Bronx,2013-09,
Detail,neighborhood,Highbridge,Bronx,2013-09,
Detail,neighborhood,Hunts Point,Bronx,2013-09,
Detail,neighborhood,Kingsbridge,Bronx,2013-09,1610
Detail,neighborhood,Laconia,Bronx,2013-09,
Detail,neighborhood,Longwood,Bronx,2013-09,
Detail,neighborhood,Melrose,Bronx,2013-09,
Detail,neighborhood,Morris Heights,Bronx,2013-09,
Detail,neighborhood,Morris Park,Bronx,2013-09,
Detail,neighborhood,Morrisania,Bronx,2013-09,
Detail,neighborhood,Mott Haven,Bronx,2013-09,
Detail,neighborhood,Norwood,Bronx,2013-09,1250
Detail,neighborhood,Parkchester,Bronx,2013-09,1425
Detail,neighborhood,Pelham Bay,Bronx,2013-09,
Detail,neighborhood,Pelham Gardens,Bronx,2013-09,
Detail,neighborhood,Pelham Parkway,Bronx,2013-09,
Detail,neighborhood,Port Morris,Bronx,2013-09,
Detail,neighborhood,Riverdale,Bronx,2013-09,2175
Detail,neighborhood,Schuylerville,Bronx,2013-09,
Detail,neighborhood,Soundview,Bronx,2013-09,
Detail,neighborhood,Throgs Neck,Bronx,2013-09,
Detail,neighborhood,Tremont,Bronx,2013-09,
Detail,neighborhood,University Heights,Bronx,2013-09,1225
Detail,neighborhood,Van Nest,Bronx,2013-09,
Detail,neighborhood,Wakefield,Bronx,2013-09,
Detail,neighborhood,Westchester Village,Bronx,2013-09,
Detail,neighborhood,Williamsbridge,Bronx,2013-09,
Detail,neighborhood,Woodlawn,Bronx,2013-09,
Detail,neighborhood,Woodstock,Bronx,2013-09,
Aggregation,borough,All Bronx,Bronx,2013-10,1450
Detail,neighborhood,Baychester,Bronx,2013-10,
Detail,neighborhood,Bedford Park,Bronx,2013-10,1123
Detail,neighborhood,Belmont,Bronx,2013-10,1250
Detail,neighborhood,Bronxwood,Bronx,2013-10,
Detail,neighborhood,Castle Hill,Bronx,2013-10,
Detail,neighborhood,City Island,Bronx,2013-10,
Detail,neighborhood,Co-op City,Bronx,2013-10,
Detail,neighborhood,Concourse,Bronx,2013-10,1425
Detail,neighborhood,Country Club,Bronx,2013-10,
Detail,neighborhood,Crotona Park East,Bronx,2013-10,
Detail,neighborhood,East Tremont,Bronx,2013-10,
Detail,neighborhood,Eastchester,Bronx,2013-10,
Detail,neighborhood,Edenwald,Bronx,2013-10,
Detail,neighborhood,Fordham,Bronx,2013-10,
Detail,neighborhood,Highbridge,Bronx,2013-10,
Detail,neighborhood,Hunts Point,Bronx,2013-10,
Detail,neighborhood,Kingsbridge,Bronx,2013-10,1610
Detail,neighborhood,Laconia,Bronx,2013-10,
Detail,neighborhood,Longwood,Bronx,2013-10,
Detail,neighborhood,Melrose,Bronx,2013-10,
Detail,neighborhood,Morris Heights,Bronx,2013-10,
Detail,neighborhood,Morris Park,Bronx,2013-10,
Detail,neighborhood,Morrisania,Bronx,2013-10,
Detail,neighborhood,Mott Haven,Bronx,2013-10,
Detail,neighborhood,Norwood,Bronx,2013-10,1225
Detail,neighborhood,Parkchester,Bronx,2013-10,1175
Detail,neighborhood,Pelham Bay,Bronx,2013-10,
Detail,neighborhood,Pelham Gardens,Bronx,2013-10,
Detail,neighborhood,Pelham Parkway,Bronx,2013-10,
Detail,neighborhood,Port Morris,Bronx,2013-10,
Detail,neighborhood,Riverdale,Bronx,2013-10,1975
Detail,neighborhood,Schuylerville,Bronx,2013-10,
Detail,neighborhood,Soundview,Bronx,2013-10,
Detail,neighborhood,Throgs Neck,Bronx,2013-10,
Detail,neighborhood,Tremont,Bronx,2013-10,
Detail,neighborhood,University Heights,Bronx,2013-10,1210
Detail,neighborhood,Van Nest,Bronx,2013-10,
Detail,neighborhood,Wakefield,Bronx,2013-10,
Detail,neighborhood,Westchester Village,Bronx,2013-10,
Detail,neighborhood,Williamsbridge,Bronx,2013-10,
Detail,neighborhood,Woodlawn,Bronx,2013-10,
Detail,neighborhood,Woodstock,Bronx,2013-10,
Aggregation,borough,All Bronx,Bronx,2013-11,1499
Detail,neighborhood,Baychester,Bronx,2013-11,
Detail,neighborhood,Bedford Park,Bronx,2013-11,
Detail,neighborhood,Belmont,Bronx,2013-11,
Detail,neighborhood,Bronxwood,Bronx,2013-11,
Detail,neighborhood,Castle Hill,Bronx,2013-11,
Detail,neighborhood,City Island,Bronx,2013-11,
Detail,neighborhood,Co-op City,Bronx,2013-11,
Detail,neighborhood,Concourse,Bronx,2013-11,1388
Detail,neighborhood,Country Club,Bronx,2013-11,
Detail,neighborhood,Crotona Park East,Bronx,2013-11,
Detail,neighborhood,East Tremont,Bronx,2013-11,
Detail,neighborhood,Eastchester,Bronx,2013-11,
Detail,neighborhood,Edenwald,Bronx,2013-11,
Detail,neighborhood,Fordham,Bronx,2013-11,
Detail,neighborhood,Highbridge,Bronx,2013-11,
Detail,neighborhood,Hunts Point,Bronx,2013-11,
Detail,neighborhood,Kingsbridge,Bronx,2013-11,1500
Detail,neighborhood,Laconia,Bronx,2013-11,
Detail,neighborhood,Longwood,Bronx,2013-11,
Detail,neighborhood,Melrose,Bronx,2013-11,
Detail,neighborhood,Morris Heights,Bronx,2013-11,
Detail,neighborhood,Morris Park,Bronx,2013-11,
Detail,neighborhood,Morrisania,Bronx,2013-11,
Detail,neighborhood,Mott Haven,Bronx,2013-11,
Detail,neighborhood,Norwood,Bronx,2013-11,1200
Detail,neighborhood,Parkchester,Bronx,2013-11,1100
Detail,neighborhood,Pelham Bay,Bronx,2013-11,
Detail,neighborhood,Pelham Gardens,Bronx,2013-11,
Detail,neighborhood,Pelham Parkway,Bronx,2013-11,
Detail,neighborhood,Port Morris,Bronx,2013-11,
Detail,neighborhood,Riverdale,Bronx,2013-11,2062
Detail,neighborhood,Schuylerville,Bronx,2013-11,
Detail,neighborhood,Soundview,Bronx,2013-11,
Detail,neighborhood,Throgs Neck,Bronx,2013-11,
Detail,neighborhood,Tremont,Bronx,2013-11,
Detail,neighborhood,University Heights,Bronx,2013-11,1150
Detail,neighborhood,Van Nest,Bronx,2013-11,
Detail,neighborhood,Wakefield,Bronx,2013-11,
Detail,neighborhood,Westchester Village,Bronx,2013-11,
Detail,neighborhood,Williamsbridge,Bronx,2013-11,
Detail,neighborhood,Woodlawn,Bronx,2013-11,
Detail,neighborhood,Woodstock,Bronx,2013-11,
Aggregation,borough,All Bronx,Bronx,2013-12,1500
Detail,neighborhood,Baychester,Bronx,2013-12,
Detail,neighborhood,Bedford Park,Bronx,2013-12,
Detail,neighborhood,Belmont,Bronx,2013-12,
Detail,neighborhood,Bronxwood,Bronx,2013-12,
Detail,neighborhood,Castle Hill,Bronx,2013-12,
Detail,neighborhood,City Island,Bronx,2013-12,
Detail,neighborhood,Co-op City,Bronx,2013-12,
Detail,neighborhood,Concourse,Bronx,2013-12,1425
Detail,neighborhood,Country Club,Bronx,2013-12,
Detail,neighborhood,Crotona Park East,Bronx,2013-12,
Detail,neighborhood,East Tremont,Bronx,2013-12,
Detail,neighborhood,Eastchester,Bronx,2013-12,
Detail,neighborhood,Edenwald,Bronx,2013-12,
Detail,neighborhood,Fordham,Bronx,2013-12,
Detail,neighborhood,Highbridge,Bronx,2013-12,
Detail,neighborhood,Hunts Point,Bronx,2013-12,
Detail,neighborhood,Kingsbridge,Bronx,2013-12,1450
Detail,neighborhood,Laconia,Bronx,2013-12,
Detail,neighborhood,Longwood,Bronx,2013-12,
Detail,neighborhood,Melrose,Bronx,2013-12,
Detail,neighborhood,Morris Heights,Bronx,2013-12,
Detail,neighborhood,Morris Park,Bronx,2013-12,
Detail,neighborhood,Morrisania,Bronx,2013-12,
Detail,neighborhood,Mott Haven,Bronx,2013-12,
Detail,neighborhood,Norwood,Bronx,2013-12,
Detail,neighborhood,Parkchester,Bronx,2013-12,
Detail,neighborhood,Pelham Bay,Bronx,2013-12,
Detail,neighborhood,Pelham Gardens,Bronx,2013-12,
Detail,neighborhood,Pelham Parkway,Bronx,2013-12,
Detail,neighborhood,Port Morris,Bronx,2013-12,
Detail,neighborhood,Riverdale,Bronx,2013-12,1950
Detail,neighborhood,Schuylerville,Bronx,2013-12,
Detail,neighborhood,Soundview,Bronx,2013-12,
Detail,neighborhood,Throgs Neck,Bronx,2013-12,
Detail,neighborhood,Tremont,Bronx,2013-12,
Detail,neighborhood,University Heights,Bronx,2013-12,1163
Detail,neighborhood,Van Nest,Bronx,2013-12,
Detail,neighborhood,Wakefield,Bronx,2013-12,
Detail,neighborhood,Westchester Village,Bronx,2013-12,
Detail,neighborhood,Williamsbridge,Bronx,2013-12,
